Label	Clip
Easy Installation	Install was exteremly easy and it fit well in both of our cars. Material is easy to clean and comfortable on my babys skin. All I can say is this was a great purchase for our family.
Bulky	We love these carseats.  It is a big seat especially rear facing.  We have a Sienna mini van and we had them both on the bench seat.  Unfortunately we had to turn them forward facing before their second birthday because they did not fit backwards. They would have rested on the middle seats.  Other than that it is an awesome seat.  It holds the girls very secure and they love them.  They were pretty easy to install and adjusting the straps as the kids grow is so easy in comparison to other seats. Other than the issues in rear facing position this is a terrific seat.
Bulky	Very bulky
Bulky	Unfortunately we had to turn them forward facing before their second birthday because they did not fit backwards
Bulky	gigantic
Bulky	 it is a big car seat
Bulky	#N/A
Bulky	Very bulky. They fit fine in my odyssey mini van but not in my ford focus rear facing. Forward facing they fit in the smaller car ok.Catch a lot of stuff under the paddingCant adjust strap length while in rear facing position. This is most frustrating but not often an issue.
Bulky	Very bulky. 
Bulky	Very bulky.
Bulky	big car seat
Bulky	seat is gigantic.  
Bulky	Very bulky
Light Weight	Relatively light
Light Weight	not very heavy.
Light Weight	Pros1. Light weight great body design. Even with my bigger hands I can handle the camera with comfortability.2. Easy to operate. The buttons are spread evenly on left side and right side so you can use them with both hands quickly. For Canon t2i you do most things with your right thumb that slows you down a little bit.3. Takes good quality of videos.4. Very fast auto focus on shooting.Cons1. No wireless remote.2. Low resolution of LCD screen. It only has 230000 pixels Canon t2i has 1.02 million pixels. Sometimes when youre viewing playback you may need to zoom in to check the sharpness of the picture or do it with your computer monitor.3. The lens makes noises when youre recording videos using the continuous auto focus function and sometimes its not very accurate. If you buy this camera and this is your concern you can simply use manual focus which is not difficult.4. Battery life is not too great. I need to charge it everyday. To be safe consider to buy an extra Nikon EN-EL14 Rechargeable Li-Ion Battery for Nikon D3100 SLR and P7000 Digital Cameras.
Cons About Product	I will make a brief of my own experience of this camera to DSLR beginnersPros1. Light weight great body design. Even with my bigger hands I can handle the camera with comfortability.2. Easy to operate. The buttons are spread evenly on left side and right side so you can use them with both hands quickly. For Canon t2i you do most things with your right thumb that slows you down a little bit.3. Takes good quality of videos.4. Very fast auto focus on shooting.Cons1. No wireless remote.2. Low resolution of LCD screen. It only has 230000 pixels Canon t2i has 1.02 million pixels. Sometimes when youre viewing playback you may need to zoom in to check the sharpness of the picture or do it with your computer monitor.3. The lens makes noises when youre recording videos using the continuous auto focus function and sometimes its not very accurate. If you buy this camera and this is your concern you can simply use manual focus which is not difficult.4. Battery life is not too great. I need to charge it everyday. To be safe consider to buy an extra Nikon EN-EL14 Rechargeable Li-Ion Battery for Nikon D3100 SLR and P7000 Digital Cameras.
Pros	Light weight
Pros	Easy to operate
Pros	Pros- The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses. And you save about 100 when purchasing this kit compared to body + 18-135mm Canon lens.- Performance. Minimal shutter lag good low-light performance nice video.- Relatively light about 1 kg / 2 pounds with lens again good for trips.Cons- Price- Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.- No autofocus when zooming while taking video pressing shutter button half way focuses the picture.- Focus in live picture mode is slow even slower than on most point and shoot cameras
Pros	PROSFULL HD VIDEO RECORDING60fps HD Recording AMAZING slow motion Manual video controlsMic input18MP Stills  best for the money competitors are usually 16MPBuilt in image stabilizer 18-55mm lensSomewhat Compact sizeEase of useFast start up speed I have caught videos with this camera seconds away from missing a fast moving skate turns on in about 1 secondPRICE since the T3i came out this camera is going down in price but essentially is the same camera as the T3iCons If any No Flip-out LCD Not that much of an issue3.7 max burst rate not very fast at allNo audio recording level adjustAlmost no low light auto focus when taking long exposures of moon/stars/light painting
Pros	Since I have switched from Nikon to Canon a lot of my review is based on comparison to Nikon.ProsCanon service is apparently better than nikon. Will edit this if this does not turn out to be true. My switch was mostly due to pathetic nikon warranty service.The IS works really well and I think better than nikons which I had tried for a week with a borrowed D5000.Digital 3x zoom in video mode.The 430EX II external flash can be supported by the camera wirelessly. On nikons this is only true for the more expensive SB800s flashes.ConsAuto focus in  live view  mode seeing through the lcd instead of the viewfinder is extremely slow. Makes me not ever wanting to use it.Most canon lenses have loud autofocus motors. The lenses with the nicer USM AF motors are too expensive.No mode in canon to set Av mode and set min shutter speed while letting the camera pick the ISO. Standard in Nikons. Canon seems to pick the shutter speed based on the zoom focal length selected.White balance in Full auto mode sometimes messes up. Some pictures came out blue-ish.No good priced  normal  50mm/35mm lens available. There is only one 50mm el-cheapo which apparently looks extremely cheap but I will buy it anyway.
Pros	T2i is the Best Entry Level DSLR
Pros	Excellent Product came within 2 business days even though I did standard shipping. Fit my newborns head with the extra cushion that came with it.  Loved the colors as well. Works perfectly with the Snap N G
Easy To Use	I am not a professional so please dont take my opinion
Easy To Use	Ease of use
Easy To Use	good for trips taking pictures of kids or in any other situation where you dont want to change lenses.
Easy To Use	Easy to operate
Easy To Use	 ease of us
Easy To Use	Ease of use
Easy To Use	I find the ergonomic arrangement of controls on the camera to very very intuitive and pleasant to use.
Easy To Use	Easy to operate. The buttons are spread evenly on left side and right side so you can use them with both hands quickly. For Canon t2i you do most things with your right thumb that slows you down a little bit.
Easy To Use	Easy to operate.
Easy To Use	What sold me was the guide mode.  It teaches you how to set up the camera for fantastic shots.
Ease Of Installation	easly instaled it in the car
Ease Of Installation	VERY easy to install base in car. It takes my husband less than 2 minutes.
Ease Of Installation	 its a little difficult to install
Ease Of Installation	I read reviews that it was difficult to install in car but it was easy if you read the instructions.
Ease Of Installation	It is so easy to use and install 
Ease Of Installation	I also find it really easy to install please do read all the directions first but after that time investment I havent had any issues installing it quickly and securely.
Ease Of Installation	Install was exteremly easy and it fit well in both of our cars.
Ease Of Installation	Easy to install
Ease Of Installation	VERY easy to install base in car.
Ease Of Installation	This car seat is very easy to get baby in and out of is nice and heavy very durable
Ease Of Installation	My hubby and Father-in-law set this up in about 7 minutes.
Ease Of Installation	nd easly instaled it in the car.
Ease Of Installation	Easy to install
Ease Of Installation	Her car is a Honda Civic so it was a little tricky to get it in. Tight fit but does the job its supposed to do.
Ease Of Installation	The process here was like a dream brought to life. The instructions were simple and there was no wondering whether or not you got it right. Although the seat is big which I love I was able to fit it easily and securely in the back of my Nissan Sentra. As for sleeping my little ones head did not hang over once.
Ease Of Installation	They were pretty easy to install and adjusting the straps as the kids grow is so easy in comparison to other seats.
Ease Of Installation	The seat is easy to install and buckle her into as well.
Ease Of Installation	My other con is that it was extremely difficult to install it rear facing.
Ease Of Installation	difficult to install
Ease Of Installation	easy to use and install
Ease Of Installation	Easy to install
Ease Of Installation	My hubby and Father-in-law set this up in about 7 minutes
Ease Of Installation	easly instaled
Ease Of Installation	VERY easy to instal
Ease Of Installation	It is so easy to use and install
Ease Of Installation	  It is so easy to use and install 
Ease Of Installation	It is so easy to use and install
Ease Of Installation	easy to install please do read all the directions first but after that time investment I havent had any issues installing it quickly and securely.
Ease Of Installation	 set this up in about 7 minutes
Ease Of Installation	VERY easy to install base in car.
Ease Of Installation	Install was exteremly easy and it fit well in both of our cars. Material is easy to clean and comfortable on my babys skin. 
Ease Of Installation	Easy to install via my hubby and my daughter seems to be more pleasant on car rides now that she can sit up and see more out of the windows in the back seat.
Ease Of Installation	VERY easy to install base in car.
Easy To Use And Install	It is so easy to use and install
Highest Safety Rating	highest safety rating.
Highest Safety Rating	highest safety ratin
Big	big
Difficult To Install Rear Facing	difficult to install it rear facing.
Megapixel	18MP Stills
Megapixel	1080p HD
Low Cost	its wallet friendly
Usage	Ive had it for about a year and I love it
Usage	Easy to operate
Usage	It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses. And you save about 100 when purchasing this kit compared to body + 18-135mm Canon lens.
Roominess	My son fits comfortably in it and has so much room verses his carrier car seat we brought him home in. I read reviews that it was difficult to install in car but it was easy if you read the instructions.
Audio	No audio recording level adjust
Audio	No audio recording level adjust
Audio	o audio recording level adjust
Audio	No audio recording level adjust
0	Excellent Beginners DSLR
0	I took some picture with the Auto mode and they came out very good.
0	e money on lense
0	I have taken nature shots portrait shots and sports shots they have all come out amazing.
Money	Although friends told me that Britax car seats were great I could not see myself spending that much . 
Money	spending that much 
Performance	Minimal shutter lag good low-light performance nice video
Performance	Performance. Minimal shutter lag good low-light performance nice video.
Performance	Performance. Minimal shutter lag good low-light performance nice video.
Performance	Built-in flash is not so great
Performance	Minimal shutter lag good low-light performance nice video.
Performance	Performance. Minimal shutter lag good low-light performance nice video
Performance	18MP Stills  
Performance	60fps HD Recording
Performance	3.7 max burst rate
Performance	grain in the picture
Performance	choosing very high ISO levels in Auto Mode no matter the setting.  This is causing the grain/dull/no detailed photos
Performance	decided hands-down that the T2i is the one I will keep.  Why
Performance	T3i however adds frequent and unpredictable delays
Performance	he T3i however adds frequent and unpredictable delays when  busy  flashes in the viewfinder and the red light is on -- even in continuous mode
Performance	This is not a professional level SLR but it performs very well as a small light APS-C camera
Performance	18.1MP sensor
Performance	video.....Its 1080p 
Performance	Digital 3x zoom in video mode.
Performance	Unfortunately I have not learned enough to take many pictures off of Auto mode so it acts like a point and shoot
Performance	Performance. Minimal shutter lag good low-light performance nice video
Performance	live view  mode seeing through the lcd instead of the viewfinder is extremely slow.
Performance	Performance. Minimal shutter lag good low-light performance nice video.
Performance	White balance in Full auto mode sometimes messes up. Some pictures came out blue-ish.
Performance	Performance. Minimal shutter lag good low-light performance nice video
Performance	nature shots portrait shots and sports shots they have all come out amazing
Performance	18MP Stills 
Performance	Almost no low light auto focus when taking long exposures of moon/stars/light painting
Performance	This is not a professional level SLR
Performance	Performance. Minimal shutter lag good low-light performance nice video
Performance	Performance. Minimal shutter lag good low-light performance nice video
Performance	 Performance. Minimal shutter lag good low-light performance nice video.
Performance	Performance. Minimal shutter lag good low-light performance nice video
Performance	Performance. Minimal shutter lag good low-light performance nice video.- Relatively light about 1 kg / 2 pounds with lens again good for trips.
Performance	Minimal shutter lag good low-light performance nice video
Performance	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses.
Performance	Performance. Minimal shutter lag good low-light performance nice video.
Performance	delays are still there
Performance	#N/A
Performance	Performance. Minimal shutter lag good low-light performance nice video.
Performance	No autofocus when zooming while taking video pressing shutter button half way focuses the picture.
Performance	 Performance. Minimal shutter lag good low-light performance nice video.
Performance	Pros- The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses. And you save about 100 when purchasing this kit compared to body + 18-135mm Canon lens.- Performance. Minimal shutter lag good low-light performance nice video.- Relatively light about 1 kg / 2 pounds with lens again good for trips.Cons- Price- Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.- No autofocus when zooming while taking video pressing shutter button half way focuses the picture.- Focus in live picture mode is slow even slower than on most point and shoot camerasOther Recommendations- Make sure to get UV filter mostly for protecting the lens and a spare battery Ive got the Opteka one for 
Performance	PROSFULL HD VIDEO RECORDING60fps HD Recording AMAZING slow motion Manual video controlsMic input18MP Stills  best for the money competitors are usually 16MPBuilt in image stabilizer 18-55mm lensSomewhat Compact sizeEase of useFast start up speed
Performance	Pros1. Light weight great body design. Even with my bigger hands I can handle the camera with comfortability.2. Easy to operate. The buttons are spread evenly on left side and right side so you can use them with both hands quickly. For Canon t2i you do most things with your right thumb that slows you down a little bit.3. Takes good quality of videos.4. Very fast auto focus on shooting.Cons1. No wireless remote.2. Low resolution of LCD screen. It only has 230000 pixels Canon t2i has 1.02 million pixels. Sometimes when youre viewing playback you may need to zoom in to check the sharpness of the picture or do it with your computer monitor.3. The lens makes noises when youre recording videos using the continuous auto focus function and sometimes its not very accurate. If you buy this camera and this is your concern you can simply use manual focus which is not difficult.4. Battery life is not too great. I need to charge it everyday. To be safe consider to buy an extra Nikon EN-EL14 Rechargeable Li-Ion Battery for Nikon D3100 SLR and P7000 Digital Cameras.
Performance	Performance. Minimal shutter lag good low-light performance nice video.
Performance	1. No wireless remote.2. Low resolution of LCD screen. It only has 230000 pixels Canon t2i has 1.02 million pixels. Sometimes when youre viewing playback you may need to zoom in to check the sharpness of the picture or do it with your computer monitor.3. The lens makes noises when youre recording videos using the continuous auto focus function and sometimes its not very accurate. If you buy this camera and this is your concern you can simply use manual focus which is not difficult.4. Battery life is not too great. I need to charge it everyday. To be safe consider to buy an extra Nikon EN-EL14 Rechargeable Li-Ion Battery for Nikon D3100 SLR and P7000 Digital Cameras.
Performance	Cons1. No wireless remote.2. Low resolution of LCD screen. It only has 230000 pixels Canon t2i has 1.02 million pixels. Sometimes when youre viewing playback you may need to zoom in to check the sharpness of the picture or do it with your computer monitor.3. The lens makes noises when youre recording videos using the continuous auto focus function and sometimes its not very accurate. If you buy this camera and this is your concern you can simply use manual focus which is not difficult.4. Battery life is not too great. I need to charge it everyday. To be safe consider to buy an extra Nikon EN-EL14 Rechargeable Li-Ion Battery for Nikon D3100 SLR and P7000 Digital Cameras.
Performance	Performance. Minimal shutter lag good low-light performance nice video.
Performance	- Performance. Minimal shutter lag good low-light performance nice video.- Relatively light about 1 kg / 2 pounds with lens again good for trips.
Performance	Performance. Minimal shutter lag good low-light performance nice video.
Performance	This camera is exactly as it is advertised basically a 7D in a crop body with user-friendly controls and the advanced functionality that Canon DSLRs are known for.
Performance	PROSFULL HD VIDEO RECORDING60fps HD Recording AMAZING slow motion Manual video controlsMic input18MP Stills  best for the money competitors are usually 16MPBuilt in image stabilizer 18-55mm lensSomewhat Compact sizeEase of useFast start up speed I have caught videos with this camera seconds away from missing a fast moving skate turns on in about 1 secondPRICE since the T3i came out this camera is going down in price but essentially is the same camera as the T3i
Performance	This camera/lens kit is probably the best you can get for the money.  I conducted countless hours of research on Canons Nikons and even Sonys.  I was used to using point-and-shoots and small flip style video cameras to make my videos.  I looked into DSLRs and really wanted a canon.  YOU CANT GO WRONG WITH THIS CAMERA   It is great for intermediate shooters who want to get their first or second DSLR.
Performance	Cons If any No Flip-out LCD Not that much of an issue3.7 max burst rate not very fast at allNo audio recording level adjustAlmost no low light auto focus when taking long exposures of moon/stars/light painting
Performance	If you are comparing this camera to the T3i get this camera
Performance	The T3i however adds frequent and unpredictable delays when  busy  flashes in the viewfinder and the red light is on -- even in continuous mode.
Performance	I used the same exact settings on both cameras large Jpeg P-mode Quick AF.  Compared to the instant responsiveness of the T2i this was plain annoying and caused me to miss numerous shots.
Performance	 This camera is very tight on power consumption and has extreme accuracy when you set it for pinpoint focusing as I do for model and portrait photography work. The macro features are also on par with its more advanced and WAY higher priced big brothers to this camera. Now the 18.1MP sensor.....WOW  The image sizes of the CMOS sensor allow me great latitude in adjusting and tweaking my RAW images anytime I wish to be creative. If you are just starting out are bored with the out of date  point-n-shoot  want to upgrade your digital cams or you want to move from film to digital the T3i will not disappoint. Its an excellent camera for ANY level of photographer - beginner or experienced pro this camera really shines. Oh and the video.....Its 1080p HD nothing more needs to be said.
Performance	ConsAuto focus in  live view  mode seeing through the lcd instead of the viewfinder is extremely slow. Makes me not ever wanting to use it.Most canon lenses have loud autofocus motors. The lenses with the nicer USM AF motors are too expensive.No mode in canon to set Av mode and set min shutter speed while letting the camera pick the ISO. Standard in Nikons. Canon seems to pick the shutter speed based on the zoom focal length selected.White balance in Full auto mode sometimes messes up. Some pictures came out blue-ish.No good priced  normal  50mm/35mm lens available. There is only one 50mm el-cheapo which apparently looks extremely cheap but I will buy it anyway.
Performance	This is not a professional level SLR but it performs very well as a small light APS-C camera.
Performance	In hindsight The nikon D5100 has a better larger DX sensor vs canon APS sized sensor sensor. So less noise on the Nikon.
Performance	there is a problem with the D3100 choosing very high ISO levels in Auto Mode no matter the setting.  This is causing the grain/dull/no detailed photos.  You would expect Auto Modes to take easy great pictures in an entry level camera most people coming from point and shoot cameras.  If you want sharp pictures you have to use P S A or M modes with the D3100.  There you can control the ISO manually or use Auto ISO and choose a lower maximum ISO setting.  Apparently this is a discussed firmware issue but Nikon claimed they hadnt heard about it when I messaged them
Performance	I changed the camera to P S A 
Performance	Pros1. Light weight great body design. Even with my bigger hands I can handle the camera with comfortability.2. Easy to operate. The buttons are spread evenly on left side and right side so you can use them with both hands quickly. For Canon t2i you do most things with your right thumb that slows you down a little bit.3. Takes good quality of videos.4. Very fast auto focus on shooting.Cons1. No wireless remote.2. Low resolution of LCD screen. It only has 230000 pixels Canon t2i has 1.02 million pixels. Sometimes when youre viewing playback you may need to zoom in to check the sharpness of the picture or do it with your computer monitor.3. The lens makes noises when youre recording videos using the continuous auto focus function and sometimes its not very accurate. If you buy this camera and this is your concern you can simply use manual focus which is not difficult.4. Battery life is not too great. I need to charge it everyday. To be safe consider to buy an extra Nikon EN-EL14 Rechargeable Li-Ion Battery for Nikon D3100 SLR and P7000 Digital Cameras.
Performance	I took the camera out to the beach and tested it and was amazed by the Canon T3i quality. I literally took a picture of a surfer 75 Yards away with the kit lens and was able to zoom in in Photoshop and crop an up close beautiful detailed picture of the surfer. The quality is amazing I am upgrading from a Canon XSI and love it.
Performance	I own a Nikon D7000 that I traded up to after owning a D3100 that I used to take over 8000 photos with.  Ive also extensively used a Nikon D5100 so I have a pretty good sense of the capability of each of Nikons three consumer cameras.  The bottom line is that images from the D3100 are indistinguishable from the more expensive models.
Performance	The best part was the 1080P video. I took a dance performances of my wife and Kids at local community get together and they came out so good and my wife who is very difficult to please liked it so much that she said that next time we will shoot the video only with our Nikon D3100
Performance	 Performance. Minimal shutter lag good low-light performance nice video.- Relatively light about 1 kg / 2 pounds with lens again good for trips
Performance	Price- Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.- No autofocus when zooming while taking video pressing shutter button half way focuses the picture.- Focus in live picture mode is slow even slower than on most point and shoot cameras
Performance	Auto focus in  live view  mode seeing through the lcd instead of the viewfinder is extremely slow. Makes me not ever wanting to use it.Most canon lenses have loud autofocus motors. The lenses with the nicer USM AF motors are too expensive.No mode in canon to set Av mode and set min shutter speed while letting the camera pick the ISO. Standard in Nikons. Canon seems to pick the shutter speed based on the zoom focal length selected.White balance in Full auto mode sometimes messes up. Some pictures came out blue-ish.No good priced  normal  50mm/35mm lens available. There is only one 50mm el-cheapo which apparently looks extremely cheap but I will buy it anyway.
Performance	Performance. Minimal shutter lag good low-light performance nice video.
Lens	I am not a professional so please dont take my opinion as someone acting as an authority on this subject but as a first time user I am happy and hope my review will help any other first time digital camera fans out there.  Thanks.
Lens	The lens makes noises when youre recording videos using the continuous auto focus function and sometimes its not very accurate. If you buy this camera and this is your concern you can simply use manual focus which is not difficult
Lens	I am impressed with the lens that comes with the camera for the wide angle aspect of it due to a lot of places I shoot pictures there are a lot of people and requires me to get close to get the shot I want.
Lens	good for trips taking pictures of kids or in any other situation where you dont want to change lenses
Lens	18-135mm lens is a nice upgrade to the standard kit 18-55mm lens
Lens	Im a film student and was trying to decide between a t3i and Nikon 5100. everyone tells me that Nikon has a better lenses but when it comes down to it you can buy any lens for your camera. the 600d has better continuous recording you have better manual capabilities.
Lens	They all said the t2i or t3i its a great starter camera and will profuce amazing pictures as well. I will say that if I could buy it again I would but not with the kit lenses yes it seems like a good deal. But anyone that knows cameras and knows their way around with them will tell you they are crap lenses. 
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses.
Lens	18-135mm lens is a nice upgrade to the standard kit 18-55mm lens
Lens	The lens makes noises when youre recording videos using the continuous auto focus function and sometimes its not very accurate. If you buy this camera and this is your concern you can simply use manual focus which is not difficult.
Lens	- The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses.
Lens	everyone tells me that Nikon has a better lenses but when it comes down to it you can buy any lens for your camera
Lens	T3i over the T2i because of the articulating LCD screen.
Lens	3. The lens makes noises when youre recording videos using the continuous auto focus function and sometimes its not very accurate. If you buy this camera and this is your concern you can simply use manual focus which is not difficult.4. Battery life is not too great. I need to charge it everyday. To be safe consider to buy an extra Nikon EN-EL14 Rechargeable Li-Ion Battery for Nikon D3100 SLR and P7000 Digital Cameras.Over
Lens	If you are looking to do mainly surf but this camera BODY ONLY + a 18-135mm 55-200mm or 75-300mm
Lens	situation where you dont want to change lenses
Lens	18-135mm lens is a nice upgrade to the standard kit 18-55mm lens
Lens	The 18-135 lens is nice but a bit large. Maybe its large thats why the image quality is very good.
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens
Lens	 this camera.  Most of these for an 8GB card are 50 or more.  I purchased two 
Lens	18-135mm lens
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens.
Lens	For that use the camera and lens seem to work very well.  I find the ergonomic arrangement of controls on the camera to very very intuitive and pleasant to use.
Lens	40390
Lens	item ships for FRE
Lens	rder i
Lens	availabl
Lens	orders
Lens	d by Amazon.com.
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses.
Lens	Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.- No autofocus wh
Lens	After reading many reviews and comparisons I decided on this camera as it is the update to the Nikon D3000 that a friend of mine has.
Lens	18-135mm lens
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens
Lens	It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses
Lens	crap lenses
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm len
Lens	But anyone that knows cameras and knows their way around with them will tell you they are crap lenses
Lens	The lens makes noises when youre recording videos using the continuous auto focus function
Lens	this is the ultimate walk-around lens for a crop body camera
Lens	This camera/lens kit is probably the best you can get for the money.
Lens	I will say that if I could buy it again I would but not with the kit lenses
Lens	the camera and lens seem to work very well
Lens	I am impressed with the lens that comes with the camera for the wide angle aspect of it due to a lot of places I shoot pictures there are a lot of people and requires me to get close to get the shot I want.
Lens	good for trips taking pictures of kids or in any other situation where you dont want to change lenses
Lens	Pros- The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses. And you save about 100 when purchasing this kit compared to body + 18-135mm Canon lens.- Performance. Minimal shutter lag good low-light performance nice video.- Relatively light about 1 kg / 2 pounds with lens again good for trips.
Lens	to take high quality photos of fairly small works of sculpture art using the Canon 60mm macro lens.  For that use the camera and lens seem to work very well
Lens	Pair it with the lens of your choice
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses. And you save about 100 when purchasing this kit compared to body + 18-135mm Canon lens.
Lens	Although pricey make no mistake this is the ultimate walk-around lens for a crop body camera
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses.
Lens	Ive taken some stunning RAW photos and 1080p video with this camera/lens combo.  Save yourself the headache of working with the kit lens and purchase just the camera body.
Lens	the kit lens that it comes with doesnt zoom far enough at all.
Lens	 I will say that if I could buy it again I would but not with the kit lenses
Lens	No good priced  normal  50mm/35mm lens available.
Lens	18-135mm lens is a nice upgrade to the standard kit 18-55mm lens
Lens	Pros- The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses. And you save about 100 when purchasing this kit compared to body + 18-135mm Canon lens.- Performance. Minimal shutter lag good low-light performance nice video.- Relatively light about 1 kg / 2 pounds with lens again good for trips.Cons- Price- Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.- No autofocus when zooming while taking video pressing shutter button half way focuses the picture.- Focus in live picture mode is slow even slower than on most point and shoot cameras
Lens	dont want to change lenses
Lens	Although pricey make no mistake this is the ultimate walk-around lens for a crop body camera.
Lens	Since initially posting Ive purchased these lenses Canon EF 75-300mm f/4-5.6 III USM Telephoto Zoom Lens for Canon SLR Cameras and Canon EF 50mm f/1.8 II Camera Lens and really like what the camera can do. Im more and more certain in the 5 stars I put on this review. Really love this camera.
Lens	f1.8 and the Tamron 70-300 lenses
Lens	The lens makes noises when youre recording videos using the continuous auto focus function and sometimes its not very accurate. If you buy this camera and this is your concern you can simply use manual focus which is not difficult.
Lens	No good priced  normal  50mm/35mm lens available. There is only one 50mm el-cheapo which apparently looks extremely cheap but I will buy it anyway.
Lens	 everyone tells me that Nikon has a better lenses but when it comes down to it you can buy any lens for your camera.
Lens	For the money I saved on the camera I was able to purchase a telephoto lens to go with it. 
Lens	 of purchase for ANY and ALL people entering or needing an advanced DSLR camera. I purchased the body only - I have several lenses from my previous Canons which are NOT currently IS lenses. Ive been shooting people places and other thi
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens.
Lens	period
Lens	upgrade
Lens	upgrade
Lens	period
Lens	upgrade
Lens	#N/A
Lens	#N/A
Lens	Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses.
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses. And you save about 100 when purchasing this kit compared to body + 18-135mm Canon lens.
Lens	Relatively light about 1 kg / 2 pounds with lens again good for trips
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses. And you save about 100 when purchasing this kit compared to body + 18-135mm Canon lens.
Lens	The lens makes noises when youre recording videos using the continuous auto focus function and sometimes its not very accurate. If you buy this camera and this is your concern you can simply use manual focus which is not difficult.
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses.
Lens	18-135mm lens is a nice upgrade to the standard kit 18-55mm lens
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses
Lens	 this is the ultimate walk-around lens for a crop body camera
Lens	his camera/lens kit is probably the best you can get for the mon
Lens	No good priced  normal  50mm/35mm lens available
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses
Lens	 Canon 15-85mm f/3.5-5.6 EF-S Zoom Lens and than I will be in some serious business
Lens	 they are crap lenses. I wound up purchasing a 50mm 1.4 off a local photographer off CL
Lens	No good priced  normal  50mm/35mm lens available. There is only one 50mm el-cheapo which apparently looks extremely cheap but I will buy it anyway.
Lens	go for a single lens which covers the entire range
Lens	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses. And you save about 100 when purchasing this kit compared to body + 18-135mm Canon lens.
Lens	The 18-135mm lens is a nice upgrade
